MD5,detections,Package_Name,Permissions,Last_date,Verdict,Positive
dfad1792131d70354cc58eb202424a23,49,com.SepatuPriA.odieapps,android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE,12/20/2018 17:19,Trojan.Win32.Agentb.bqyr,1
a3b8227e800ec55f643a271d44a49b59,32,com.convertoman.proin,android.permission.SEND_SMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.INTERNET android.permission.READ_PHONE_STATE android.permission.RECEIVE_SMS android.permission.VIBRATE android.permission.INSTALL_PACKAGES android.permission.WRITE_EXTERNAL_STORAGE android.permission.RESTART_PACKAGES,6/3/2018 7:40,HEUR:Trojan-SMS.AndroidOS.FakeInst.a,1
76d89a2eda286ef948ed8bb0296f1241,28,com.yuanlang.sdk,android.permission.INTERNET android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.WRITE_SMS android.permission.READ_SMS android.permission.SEND_SMS android.permission.RECEIVE_SMS android.permission.BROADCAST_SMS android.permission.WAKE_LOCK android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_NETWORK_STATE android.permission.ACCESS_WIFI_STATE android.permission.CHANGE_WIFI_STATE android.permission.ACCESS_COARSE_LOCATION,1/15/2019 10:46,HEUR:Trojan-SMS.AndroidOS.Agent.f,1
e48e9cb12a14efd0c0c175c35654e046,24,com.venator.app.ursafecpumonitor,android.permission.RECEIVE_BOOT_COMPLETED android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.READ_PHONE_STATE android.permission.ACCESS_FINE_LOCATION android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_COARSE_LOCATION android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE,2/2/2018 22:39,not-a-virus:HEUR:AdWare.AndroidOS.MobiDash.ac,1
88678764a0247d2ea9ea1cf2505318fa,39,com.android.system.certificate,android.permission.ACCESS_NETWORK_STATE android.permission.ACCESS_WIFI_STATE android.permission.INTERNET android.permission.READ_PHONE_STATE android.permission.WAKE_LOCK,12/13/2018 1:08,HEUR:Trojan.AndroidOS.Triada.ac,1
e2faf195d51c9bb01aa4774bd2cdfdf4,25,com.mplus.mplus_09_43_n,android.permission.INTERNET android.permission.SEND_SMS android.permission.CALL_PHONE android.permission.VIBRATE android.permission.ACCESS_NETWORK_STATE android.permission.ACCESS_WIFI_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.GET_ACCOUNTS android.permission.WAKE_LOCK android.permission.READ_PHONE_STATE android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_GPS android.permission.ACCESS_LOCATION android.permission.ACCESS_ASSISTED_GPS  com.mplus.mplus_09_43_n.permission.C2D_MESSAGE jihThn.fnnZMP.AUvwwG.aicOVQ.DdRfaZ.uUwUqp,6/3/2018 8:06,not-a-virus:HEUR:RiskTool.AndroidOS.Robtes.ci,1
85d88f03dd55ca9cf8dae034f7c88e3e,35,com.ldj.ylneld,android.permission.ACCESS_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_WIFI_STATE android.permission.WAKE_LOCK android.permission.READ_PHONE_STATE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.INTERNET android.permission.READ_SMS android.permission.SEND_SMS android.permission.RECEIVE_SMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.WRITE_SMS android.permission.SYSTEM_ALERT_WINDOW android.permission.GET_TASKS android.permission.ACCESS_LOCATION_EXTRA_COMMANDS android.permission.ACCESS_CACHE_FILESYSTEM android.permission.BROADCAST_STICKY android.permission.INTERACT_ACROSS_USERS_FULL android.permission.READ_SETTINGS android.permission.BROADCAST_SMS android.permission.READ_INTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE android.permission.WRITE_SETTINGS android.permission.UPDATE_APP_OPS_STATS android.permission.WRITE_INTERNAL_STORAGE android.permission.RESTART_PACKAGES android.permission.GET_ACCOUNTS android.permission.READ_LOGS android.permission.RECEIVE_MMS android.permission.DISABLE_KEYGUARD android.permission.CHANGE_CONFIGURATION android.permission.WRITE_APN_SETTINGS android.permission.VIBRATE android.permission.WRITE_SECURE_SETTINGS com.android.launcher.permission.UNINSTALL_SHORTCUT com.android.launcher.permission.INSTALL_SHORTCUT android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE com.android.launcher.permission.INSTALL_SHORTCUT android.permission.ACCESS_NETWORK_STATE com.oppo.launcher.permission.READ_SETTINGS android.permission.REQUEST_INSTALL_PACKAGES,1/15/2019 10:10,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.acgn,1
31e9013a2d56c7e92fa9e01f9274d63d,35,com.hhb.notqik,android.permission.ACCESS_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_WIFI_STATE android.permission.WAKE_LOCK android.permission.READ_PHONE_STATE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.INTERNET android.permission.READ_SMS android.permission.SEND_SMS android.permission.RECEIVE_SMS android.permission.RECEIVE_BOOT_COMPLETED android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.WRITE_SMS android.permission.SYSTEM_ALERT_WINDOW android.permission.GET_TASKS android.permission.ACCESS_LOCATION_EXTRA_COMMANDS android.permission.ACCESS_CACHE_FILESYSTEM android.permission.BROADCAST_STICKY android.permission.INTERACT_ACROSS_USERS_FULL android.permission.READ_SETTINGS android.permission.BROADCAST_SMS android.permission.READ_INTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE android.permission.WRITE_SETTINGS android.permission.UPDATE_APP_OPS_STATS android.permission.WRITE_INTERNAL_STORAGE android.permission.RESTART_PACKAGES android.permission.GET_ACCOUNTS android.permission.READ_LOGS android.permission.RECEIVE_MMS android.permission.DISABLE_KEYGUARD android.permission.CHANGE_CONFIGURATION android.permission.WRITE_APN_SETTINGS android.permission.VIBRATE android.permission.WRITE_SECURE_SETTINGS com.android.launcher.permission.UNINSTALL_SHORTCUT com.android.launcher.permission.INSTALL_SHORTCUT android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE com.android.launcher.permission.INSTALL_SHORTCUT android.permission.ACCESS_NETWORK_STATE com.oppo.launcher.permission.READ_SETTINGS android.permission.REQUEST_INSTALL_PACKAGES,1/15/2019 10:10,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.acgn,1
894f6c75ef8477a6c2cb891c3df40f0d,23,com.trunk.twothirds,android.permission.WRITE_EXTERNAL_STORAGE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_NETWORK_STATE android.permission.ACCESS_WIFI_STATE android.permission.CHANGE_WIFI_STATE android.permission.READ_PHONE_STATE android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.SEND_SMS android.permission.WRITE_SMS android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_COARSE_LOCATION android.permission.GET_TASKS com.android.launcher.permission.INSTALL_SHORTCUT,2/2/2018 22:34,not-a-virus:HEUR:RiskTool.AndroidOS.SMSreg.pf,1
94726e523367c747eda230106d4811de,24,com.qiiiqjk.kkanzh,android.permission.READ_EXTERNAL_STORAGE android.permission.GET_TASKS android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE,1/15/2019 10:29,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.acat,1
df535a8390d645978ca5b2f521da78de,31,com.sg.kjys4zbj.uc,android.permission.READ_PHONE_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE android.permission.ACCESS_WIFI_STATE android.permission.SEND_SMS android.permission.GET_TASKS android.permission.SYSTEM_ALERT_WINDOW android.permission.VIBRATE android.permission.AUTHENTICATE_ACCOUNTS android.permission.GET_ACCOUNTS android.permission.USE_CREDENTIALS android.webkit.permission.PLUGIN android.permission.CHANGE_NETWORK_STATE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.READ_CONTACTS android.permission.GET_PACKAGE_SIZE android.permission.WRITE_SETTINGS com.android.launcher.permission.INSTALL_SHORTCUT com.android.launcher.permission.UNINSTALL_SHORTCUT com.android.launcher.permission.READ_SETTINGS com.android.launcher.permission.WRITE_SETTINGS android.permission.BLUETOOTH android.permission.BLUETOOTH_ADMIN android.permission.USE_FINGERPRINT android.permission.ACCESS_FINAL_LOCATION android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE android.permission.READ_CALL_LOG android.permission.RECEIVE_SMS android.permission.READ_SMS android.permission.ACCESS_LOCATION_EXTRA_COMMANDS android.permission.RECEIVE_BOOT_COMPLETED android.permission.CHANGE_WIFI_STATE,10/11/2018 3:41,not-a-virus:HEUR:AdWare.AndroidOS.Ewind.je,1
cdba46bb4bd0d5f9101450b79d940e9e,36,com.xvl.gkgkhb,android.permission.INTERNET android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_LOCATION_EXTRA_COMMANDS android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_MTK_MMHW android.permission.ACCESS_NETWORK_STATE android.permission.ACCESS_CACHE_FILESYSTEM android.permission.BROADCAST_STICKY android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_CONFIGURATION android.permission.GET_ACCOUNTS android.permission.GET_TASKS android.permission.INTERNET android.permission.INTERACT_ACROSS_USERS_FULL android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.READ_PHONE_STATE android.permission.RECEIVE_BOOT_COMPLETED android.permission.READ_SETTINGS android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.READ_INTERNAL_STORAGE android.permission.READ_USER_DICTIONARY android.permission.READ_EXTERNAL_STORAGE android.permission.SEND_SMS android.permission.SAMSUNG_TUNTAP android.permission.WRITE_SETTINGS android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_SMS android.permission.UPDATE_APP_OPS_STATS android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_INTERNAL_STORAGE android.permission.INTERNET android.permission.READ_EXTERNAL_STORAGE android.permission.WRITE_EXTERNAL_STORAGE android.permission.SEND_SMS android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.WRITE_SMS android.permission.ACCESS_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.ACCESS_NETWORK_STATE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_WIFI_STATE android.permission.WAKE_LOCK android.permission.RECEIVE_BOOT_COMPLETED android.permission.WRITE_EXTERNAL_STORAGE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.READ_SMS android.permission.WRITE_SMS android.permission.GET_TASKS android.permission.SEND_SMS android.permission.RECEIVE_SMS android.permission.SYSTEM_ALERT_WINDOW android.permission.READ_PHONE_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.ACCESS_WIFI_STATE android.permission.WRITE_EXTERNAL_STORAGE com.android.launcher.permission.INSTALL_SHORTCUT android.permission.VIBRATE android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.INTERNET android.permission.SEND_SMS android.permission.READ_SMS android.permission.READ_PHONE_STATE android.permission.RECEIVE_MMS android.permission.RECEIVE_SMS android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_APN_SETTINGS android.permission.DISABLE_KEYGUARD android.permission.WRITE_EXTERNAL_STORAGE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_CONFIGURATION android.permission.READ_SMS android.permission.SEND_SMS android.permission.RECEIVE_SMS android.permission.READ_PHONE_STATE android.permission.ACCESS_COARSE_LOCATION android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.ACCESS_WIFI_STATE android.permission.WRITE_APN_SETTINGS android.permission.VIBRATE android.permission.WRITE_SETTINGS android.permission.WRITE_SECURE_SETTINGS android.permission.GET_TASKS android.permission.ACCESS_COARSE_LOCATION android.permission.VIBRATE android.permission.CAMERA android.permission.FLASHLIGHT android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE com.android.launcher.permission.INSTALL_SHORTCUT android.permission.ACCESS_NETWORK_STATE com.oppo.launcher.permission.READ_SETTINGS android.permission.REQUEST_INSTALL_PACKAGES,1/15/2019 10:16,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.ahek,1
1eebf1001b749f4e8a88c8caff3ada4d,25,com.qiiiqjk.kkanzh,android.permission.READ_EXTERNAL_STORAGE android.permission.GET_TASKS android.permission.INTERNET android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_NETWORK_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE,1/15/2019 10:29,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.acat,1
21bd1dff91251a5e2c3ea748580e492b,4,net.wwmz.app,android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.ACCESS_WIFI_STATE android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE android.permission.CAMERA android.permission.SendBroadcastPermission android.permission.CONFIRM_PERMISSIONS android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.CALL_PHONE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.REQUEST_INSTALL_PACKAGES,1/15/2019 11:35,None,1
074ade2c703287098665e7ff6c7abd0e,35,com.izd.dtercd,android.permission.INTERNET android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_LOCATION_EXTRA_COMMANDS android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_MTK_MMHW android.permission.ACCESS_NETWORK_STATE android.permission.ACCESS_CACHE_FILESYSTEM android.permission.BROADCAST_STICKY android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_CONFIGURATION android.permission.GET_ACCOUNTS android.permission.GET_TASKS android.permission.INTERNET android.permission.INTERACT_ACROSS_USERS_FULL android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.READ_PHONE_STATE android.permission.RECEIVE_BOOT_COMPLETED android.permission.READ_SETTINGS android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.READ_INTERNAL_STORAGE android.permission.READ_USER_DICTIONARY android.permission.READ_EXTERNAL_STORAGE android.permission.SEND_SMS android.permission.SAMSUNG_TUNTAP android.permission.WRITE_SETTINGS android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_SMS android.permission.UPDATE_APP_OPS_STATS android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_INTERNAL_STORAGE android.permission.INTERNET android.permission.READ_EXTERNAL_STORAGE android.permission.WRITE_EXTERNAL_STORAGE android.permission.SEND_SMS android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.WRITE_SMS android.permission.ACCESS_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.ACCESS_NETWORK_STATE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_WIFI_STATE android.permission.WAKE_LOCK android.permission.RECEIVE_BOOT_COMPLETED android.permission.WRITE_EXTERNAL_STORAGE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.READ_SMS android.permission.WRITE_SMS android.permission.GET_TASKS android.permission.SEND_SMS android.permission.RECEIVE_SMS android.permission.SYSTEM_ALERT_WINDOW android.permission.READ_PHONE_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.ACCESS_WIFI_STATE android.permission.WRITE_EXTERNAL_STORAGE com.android.launcher.permission.INSTALL_SHORTCUT android.permission.VIBRATE android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.INTERNET android.permission.SEND_SMS android.permission.READ_SMS android.permission.READ_PHONE_STATE android.permission.RECEIVE_MMS android.permission.RECEIVE_SMS android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_APN_SETTINGS android.permission.DISABLE_KEYGUARD android.permission.WRITE_EXTERNAL_STORAGE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_CONFIGURATION android.permission.READ_SMS android.permission.SEND_SMS android.permission.RECEIVE_SMS android.permission.READ_PHONE_STATE android.permission.ACCESS_COARSE_LOCATION android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.ACCESS_WIFI_STATE android.permission.WRITE_APN_SETTINGS android.permission.VIBRATE android.permission.WRITE_SETTINGS android.permission.WRITE_SECURE_SETTINGS android.permission.GET_TASKS android.permission.ACCESS_COARSE_LOCATION android.permission.VIBRATE android.permission.CAMERA android.permission.FLASHLIGHT android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE com.android.launcher.permission.INSTALL_SHORTCUT android.permission.ACCESS_NETWORK_STATE com.oppo.launcher.permission.READ_SETTINGS android.permission.REQUEST_INSTALL_PACKAGES,1/15/2019 10:16,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.ahek,1
53c2c499402b5ac1dcc3fb7a2b35242e,35,com.nye.ftmlhu,android.permission.INTERNET android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_FINE_LOCATION android.permission.ACCESS_LOCATION_EXTRA_COMMANDS android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_MTK_MMHW android.permission.ACCESS_NETWORK_STATE android.permission.ACCESS_CACHE_FILESYSTEM android.permission.BROADCAST_STICKY android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_CONFIGURATION android.permission.GET_ACCOUNTS android.permission.GET_TASKS android.permission.INTERNET android.permission.INTERACT_ACROSS_USERS_FULL android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.READ_PHONE_STATE android.permission.RECEIVE_BOOT_COMPLETED android.permission.READ_SETTINGS android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.READ_INTERNAL_STORAGE android.permission.READ_USER_DICTIONARY android.permission.READ_EXTERNAL_STORAGE android.permission.SEND_SMS android.permission.SAMSUNG_TUNTAP android.permission.WRITE_SETTINGS android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_SMS android.permission.UPDATE_APP_OPS_STATS android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_INTERNAL_STORAGE android.permission.INTERNET android.permission.READ_EXTERNAL_STORAGE android.permission.WRITE_EXTERNAL_STORAGE android.permission.SEND_SMS android.permission.READ_SMS android.permission.RECEIVE_SMS android.permission.WRITE_SMS android.permission.ACCESS_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.ACCESS_NETWORK_STATE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_WIFI_STATE android.permission.WAKE_LOCK android.permission.RECEIVE_BOOT_COMPLETED android.permission.WRITE_EXTERNAL_STORAGE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.READ_SMS android.permission.WRITE_SMS android.permission.GET_TASKS android.permission.SEND_SMS android.permission.RECEIVE_SMS android.permission.SYSTEM_ALERT_WINDOW android.permission.READ_PHONE_STATE android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.ACCESS_WIFI_STATE android.permission.WRITE_EXTERNAL_STORAGE com.android.launcher.permission.INSTALL_SHORTCUT android.permission.VIBRATE android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.INTERNET android.permission.SEND_SMS android.permission.READ_SMS android.permission.READ_PHONE_STATE android.permission.RECEIVE_MMS android.permission.RECEIVE_SMS android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.CHANGE_NETWORK_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.WRITE_APN_SETTINGS android.permission.DISABLE_KEYGUARD android.permission.WRITE_EXTERNAL_STORAGE android.permission.MOUNT_UNMOUNT_FILESYSTEMS android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_CONFIGURATION android.permission.READ_SMS android.permission.SEND_SMS android.permission.RECEIVE_SMS android.permission.READ_PHONE_STATE android.permission.ACCESS_COARSE_LOCATION android.permission.CHANGE_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.ACCESS_WIFI_STATE android.permission.WRITE_APN_SETTINGS android.permission.VIBRATE android.permission.WRITE_SETTINGS android.permission.WRITE_SECURE_SETTINGS android.permission.GET_TASKS android.permission.ACCESS_COARSE_LOCATION android.permission.VIBRATE android.permission.CAMERA android.permission.FLASHLIGHT android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_EXTERNAL_STORAGE com.android.launcher.permission.INSTALL_SHORTCUT android.permission.ACCESS_NETWORK_STATE com.oppo.launcher.permission.READ_SETTINGS android.permission.REQUEST_INSTALL_PACKAGES,1/15/2019 10:17,not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.ahek,1
c7295bccd7792250b17fc6dfe5422862,28,com.zkv.acafeinternationals.akedt.acafeinternational,android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE android.permission.CHANGE_WIFI_STATE android.permission.ACCESS_WIFI_STATE android.permission.CHANGE_NETWORK_STATE  com.webview.diploma.flymob.sdk.broadcast android.permission.GET_TASKS android.permission.WAKE_LOCK android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE com.google.android.c2dm.permission.RECEIVE android.permission.ACCESS_FINE_LOCATION,1/31/2018 20:48,HEUR:Trojan.AndroidOS.Fakeapp.c,1
e5eabfdca48d2d66e1f447489729a84b,36,com.software.application,android.permission.WRITE_EXTERNAL_STORAGE android.permission.INTERNET android.permission.READ_PHONE_STATE android.permission.READ_SMS android.permission.SEND_SMS android.permission.RECEIVE_SMS  com.software.application.permission.C2D_MESSAGE com.google.android.c2dm.permission.RECEIVE android.permission.WAKE_LOCK,6/3/2018 7:41,HEUR:Trojan-SMS.AndroidOS.FakeInst.a,1
fdd7e0f404db984465f92d599de1c0ab,20,com.book_Acsfsfj,android.permission.INTERNET android.permission.ACCESS_COARSE_LOCATION android.permission.ACCESS_NETWORK_STATE android.permission.READ_PHONE_STATE android.permission.WRITE_EXTERNAL_STORAGE android.permission.ACCESS_WIFI_STATE android.permission.ACCESS_FINE_LOCATION android.permission.SYSTEM_ALERT_WINDOW android.permission.GET_TASKS android.permission.READ_LOGS android.permission.RECEIVE_BOOT_COMPLETED android.permission.WAKE_LOCK android.permission.READ_PHONE_STATE,6/3/2018 8:01,None,1
9d6e53f23935df39a7d6fa883bdce840,50,com.IdeLeMaRi.odieapps,android.permission.INTERNET android.permission.ACCESS_NETWORK_STATE,9/21/2018 10:55,Trojan.Win32.Agentb.bqyr,1
